data,lançamento,valor
2025-11-06,Google YouTubePremium,53.9
2025-11-02,AUTO POSTO PALAGO,100
2025-11-01,APPLE.COM/BILL,5.9
2025-10-22,TOKIO MARINE*AUTO07D12,234.81
2025-10-21,ANUIDADE DIFERENC 02/12,56.5
2025-10-21,ANUIDADE DIFERENC 02/12,28.25
2025-10-21,DESCONTO ANUIDADE 02/12,-56.5
2025-10-21,DESCONTO ANUIDADE 02/12,-28.25
2025-10-20,PAGAMENTO EFETUADO,-1222.12
2025-05-18,MERCADOLIVRE*LACAS06/09,43.35
2025-05-02,Frigelar    *Frige07/08,257.37
2024-09-27,OSSEL             14/18,259.18
