data,lançamento,valor
2025-09-12,CHANGE.ORG BRASIL,20
2025-09-04,UBER* TRIP,7.62
2025-09-01,IOF COMPRA INTERNACIONA,2.01
2025-09-01,PAYPAL *WIX WIX 11963,180
2025-08-31,PAYPAL *TRAE,57.4
2025-08-27,Google One,9.99
2025-08-20,PAGAMENTO EFETUADO,-165.91
2025-08-16,Uber UBER *TRIP HELP.U,10
2025-08-16,Uber UBER *TRIP HELP.U,13.45
