data,lançamento,valor
2025-08-12,CHANGE.ORG BRASIL,20
2025-08-11,IOF COMPRA INTERNACIONA,2.42
2025-08-08,PAYPAL *TRAE,69
2025-08-01,IOF COMPRA INTERNACIONA,0.65
2025-08-01,Uber UBER *TRIP HELP.U,7.97
2025-07-30,PAYPAL *TRAE,17.82
2025-07-29,Uber UBER *TRIP HELP.U,10
2025-07-27,Google One,9.99
2025-07-21,PAGAMENTO EFETUADO,-227.99
2025-07-17,UBER* TRIP,9.59
2025-07-17,UBER* TRIP,8.47
2025-07-16,UBER* TRIP,10
