data,lançamento,valor
2025-06-12,CHANGE.ORG BRASIL,20
2025-06-03,UBER* TRIP,10.08
2025-05-27,Google One,9.99
2025-05-20,PAGAMENTO EFETUADO,-138.72
2025-05-19,Uber UBER *TRIP HELP.U,8.74
2025-05-13,UBER* TRIP,11.8
