data,lançamento,valor
2026-01-12,CHANGE.ORG BRASIL,20
2026-01-09,MERCADOLIVRE*MERCADOL,38.7
2025-12-29,IOF COMPRA INTERNACIONA,2.06
2025-12-28,PAYPAL *TRAE,58.8
2025-12-27,Google One,9.99
2025-12-22,PAGAMENTO EFETUADO,-160.02
