data,lançamento,valor
2025-04-12,CHANGE.ORG BRASIL,20
2025-04-04,CHANGE.ORG BRASIL,-20
2025-04-04,UBER* TRIP,8.08
2025-03-28,Uber UBER *TRIP HELP.U,8.25
2025-03-28,Google One,9.99
2025-03-27,Uber UBER *TRIP HELP.U,7.02
2025-03-21,IOF COMPRA INTERNACIONA,4.08
2025-03-20,BASE44.COM,120
2025-03-20,PAGAMENTO EFETUADO,-74.98
