data,lançamento,valor
2025-03-12,CHANGE.ORG BRASIL,20
2025-03-07,UBER* TRIP,9.01
2025-03-05,UBER* TRIP,8.99
2025-02-27,Google One,7.99
2025-02-25,Uber UBER *TRIP HELP.U,9.18
2025-02-20,PAGAMENTO EFETUADO,-146.71
2025-02-13,Uber UBER *TRIP HELP.U,7.44
2025-02-13,Uber UBER *TRIP HELP.U,12.37
