data,lançamento,valor
2025-07-12,CHANGE.ORG BRASIL,20
2025-06-27,Google One,9.99
2025-06-23,Uber UBER *ONE MEMBERS,198
2025-06-20,PAGAMENTO EFETUADO,-60.61
