data,lançamento,valor
2025-05-12,CHANGE.ORG BRASIL,20
2025-04-27,Google One,9.99
2025-04-24,Uber UBER *TRIP HELP.U,7.09
2025-04-24,Uber UBER *TRIP HELP.U,48.64
2025-04-24,UBER* TRIP,11.26
2025-04-23,Uber UBER *TRIP HELP.U,12.99
2025-04-23,Uber UBER *TRIP HELP.U,12.62
2025-04-20,PAGAMENTO EFETUADO,-157.42
2025-04-15,UBER* TRIP,9.26
2025-04-13,Uber UBER *TRIP HELP.U,6.87
